J-56,R95G08-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR95A11-GAL4}attP2,Bloom 48834,Akira's stock request,
J-57,R46D07-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR46D07-GAL4}attP2,Bloom 50265,Akira's stock request,
J-58,R94F10-Gal4 (III),w[1118],+,"P{y[+t7.7] w[+mC]=GMR94F10-GAL4}attP2/TM3, Sb[1]",Bloom 48028,Akira's stock request,
J-59,R93C06-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR93C06-GAL4}attP2,Bloom 40647,Akira's stock request,
J-60,R16G01-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR16G01-GAL4}attP2,Bloom 45420,Akira's and Thad's stock request,
J-61,R75F07-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR75F07-GAL4}attP2,Bloom 39902,Akira's stock request,
J-62,R93B06-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR93B06-GAL4}attP2,Bloom 47217,Akira's stock request,
J-63,R76C04-Gal4 (III),w[1118],+,"P{y[+t7.7] w[+mC]=GMR76C04-GAL4}attP2/TM3, Sb[1]",Bloom 48621,Akira's stock request. This stock also has strong machrochete bristle expression -Thad.,
J-64,R95D12-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR95D12-GAL4}attP2,Bloom 47286,Akira's stock request,
J-65,R75F02-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR75F02-GAL4}attP2,Bloom 39898,Akira's and Thad's stock request,
J-66,R93B02-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR93B02-GAL4}attP2,Bloom 47214,Akira's stock request,
J-67,R17F03-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR17F03-GAL4}attP2,Bloom 48775,Max's stock request,
J-68,R10H03-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR10H03-GAL4}attP2,Bloom 47845,Anne's stock request,
J-69,R13B06-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR13B06-GAL4}attP2,Bloom 48544,Anne's stock request,
J-70,R14B04-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR14B04-GAL4}attP2,Bloom 48599,Anne's stock request,
J-71,R15F10-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR15F10-GAL4}attP2,Bloom 49266,Anne's stock request,
J-72,R17A03-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR17A03-GAL4}attP2,Bloom 48749,Anne's stock request,
J-73,R17G01-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR17G01-GAL4}attP2,Bloom 48780,Anne's stock request,
J-74,R17G05-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR17G05-GAL4}attP2,Bloom 48782,Anne's stock request,
J-75,R22E04-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR22E04-GAL4}attP2,Bloom 49873,Anne's stock request,
J-76,R25F11-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR25F11-GAL4}attP2,Bloom 49133,Anne's stock request,
J-77,R28C05-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR28C05-GAL4}attP2,Bloom 49450,Anne's stock request,
J-78,R29G05-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR29G05-GAL4}attP2,Bloom 49498,"Anne's stock request.  Expressed in haltere sensory neurons, and in a subset of flight steering muscles.",
J-79,R31A09-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR31A09-GAL4}attP2,Bloom 49659,Anne's and Thad's stock request,
J-80,R33H06-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR33H06-GAL4}attP2,Bloom 47547,"Anne's stock request, pan sensory line used for CaMPARI project (Ainne)",
J-81,R34H09-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR34H09-GAL4}attP2,Bloom 49807,Anne's stock request,
J-82,R45H03-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR45H03-GAL4}attP2,Bloom 50247,Anne's stock request,
J-83,R54H01-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR54H01-GAL4}attP2,Bloom 47650,Anne's stock request,
J-84,R56B12-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR56B12-GAL4}attP2,Bloom 49592,Anne's stock request,
J-85,R56G08-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR56G08-GAL4}attP2,Bloom 39162,Anne's stock request,
J-86,R58F02-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR58F02-GAL4}attP2,Bloom 39186,Anne's stock request,
J-87,R60A06-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR60A06-GAL4}attP2,Bloom 39233,Anne's stock request,
J-88,R60B12-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR60B12-GAL4}attP2,Bloom 39239,Anne's stock request,
J-89,R71C02-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR71C02-GAL4}attP2,Bloom 39571,Anne's stock request,
J-90,R74B09-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR74B09-GAL4}attP2,Bloom 47740,Anne's stock request,
J-91,R74C08-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR74C08-GAL4}attP2,Bloom 46711,Anne's stock request,
J-92,R74G01-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR74G01-GAL4}attP2,Bloom 39868,Anne's stock request,
J-93,R75G02-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR75G02-GAL4}attP2,Bloom 39903,Anne's stock request,
J-94,R76C05-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR76C05-GAL4}attP2,Bloom 39924,Anne's stock request,
J-95,R77B08-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR77B08-GAL4}attP2,Bloom 39951,Anne's stock request,
J-96,R86H12-Gal4 (III),w[1118],+,"P{y[+t7.7] w[+mC]=GMR86H12-GAL4}attP2/TM3, Sb[1]",Bloom 48387,Anne's stock request,
J-97,R94C04-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR94C04-GAL4}attP2,Bloom 47250,Anne's stock request,
J-98,R49G02-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR49G02-GAL4}attP2,Bloom 38703,Thad's stock request,
J-99,R51E06-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR51E06-GAL4}attP2,Bloom 38783,Thad's stock request,
J-100,R55D06-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR55D06-GAL4}attP2,Bloom 39113,Thad's stock request,
J-101,R58G03-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR58G03-GAL4}attP2,Bloom 39193,Thad's stock request,
J-102,R60C09-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR60C09-GAL4}attP2,Bloom 39243,Thad's stock request,
J-103,R65H03-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR65H03-GAL4}attP2,Bloom 39378,Thad's stock request,
J-104,R67B08-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR67B08-GAL4}attP2,Bloom 39404,Thad's stock request,
J-105,R67C01-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR67C01-GAL4}attP2,Bloom 39406,Thad's stock request,
J-106,,,,,,,
J-107,R75F06-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR75F06-GAL4}attP2,Bloom 39901,Thad's stock request,
J-108,R81A06-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR81A06-GAL4}attP2,Bloom 40099,Thad's stock request,
J-109,R81B11-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR81B11-GAL4}attP2,Bloom 40106,Thad's stock request,
J-110,R82E06-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR82E06-GAL4}attP2,Bloom 40149,Thad's stock request,
J-111,R82E12-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR82E12-GAL4}attP2,Bloom 40153,Thad's stock request,
J-112,R86H08-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR86H08-GAL4}attP2,Bloom 40471,Thad's stock request,
J-113,R87B04-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR87B04-GAL4}attP2,Bloom 40477,Thad's stock request,
J-114,R88G08-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR88G08-GAL4}attP2,Bloom 40528,Thad's stock request,
J-115,R89E06-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR89E06-GAL4}attP2,Bloom 40552,Thad's stock request,
J-116,R89E10-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR89E10-GAL4}attP2,Bloom 40556,Thad's stock request,
J-117,R92A12-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR92A12-GAL4}attP2,Bloom 40600,Thad's stock request,
J-118,R92G04-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR92G04-GAL4}attP2,Bloom 40626,Thad's stock request,
J-119,R91B09-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR91B09-GAL4}attP2,Bloom 41321,Thad's stock request,
J-120,R19G12-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR19G12-GAL4}attP2,Bloom 47888,Thad's stock request,
J-121,R12D05-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR12D05-GAL4}attP2,Bloom 48501,Thad's stock request,
J-122,R13B05-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR13B05-GAL4}attP2,Bloom 48543,Thad's stock request,
J-123,R89E03-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR89E03-GAL4}attP2,Bloom 40551,Thad's stock request,
J-124,R14E09-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR14E09-GAL4}attP2,Bloom 48645,Thad's stock request,
J-125,R14G02-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR14G02-GAL4}attP2,Bloom 48656,Thad's stock request,
J-126,R14H05-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR14H05-GAL4}attP2,Bloom 48666,Thad's stock request,
J-127,R16C04-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR16C04-GAL4}attP2,Bloom 48717,Thad's stock request,
J-128,R19C08-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR19C08-GAL4}attP2,Bloom 48845,Thad's stock request,
J-129,R20A03-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR20A03-GAL4}attP2,Bloom 48871,Thad's stock request,
J-130,R22B01-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR22B01-GAL4}attP2,Bloom 48967,Thad's stock request,
J-131,R22F07-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR22F07-GAL4}attP2,Bloom 48992,Thad's stock request,
J-132,R22G10--Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR22G10-GAL4}attP2,Bloom 49000,Thad's stock request,
J-133,,,,,,,
J-134,R22H10-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR22H10-GAL4}attP2,Bloom 49005,Thad's stock request,
J-135,R23A10-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR23A10-GAL4}attP2,Bloom 49011,Thad's stock request,
J-136,R23G01-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR23G01-GAL4}attP2,Bloom 49040,Thad's stock request,
J-137,R24C04-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR24C04-GAL4}attP2,Bloom 49072,Thad's stock request,
J-138,R25C08-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR25C08-GAL4}attP2,Bloom 49120,Thad's stock request,
J-139,,,,,,,
J-140,R26D10-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR26D10-GAL4}attP2,Bloom 49178,Thad's stock request,
J-141,R26G03-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR26G03-GAL4}attP2,Bloom 49196,Thad's stock request,
J-142,R15E01-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR15E01-GAL4}attP2,Bloom 49265,Thad's stock request,
J-143,R20C03-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR20C03-GAL4}attP2,Bloom 49290,Thad's stock request,
J-144,R22A12-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR22A12-GAL4}attP2,Bloom 49298,Thad's stock request,
J-145,R23H11-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR23H11-GAL4}attP2,Bloom 49310,Thad's stock request,
J-146,R27H01-Gal4 (III),w[1118],+,"P{y[+t7.7] w[+mC]=GMR27H01-GAL4}attP2/TM3, Sb[1]",Bloom 49336,Thad's stock request,
J-147,R31G08-Gal4 (III),w[1118],+,"P{y[+t7.7] w[+mC]=GMR31G08-GAL4}attP2/TM3, Sb[1]",Bloom 49356,Thad's stock request,
J-148,R28G03-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR28G03-GAL4}attP2,Bloom 49467,Thad's stock request,
J-149,R29E05-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR29E05-GAL4}attP2,Bloom 49487,Thad's stock request,
J-150,R30C08-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR30C08-GAL4}attP2,Bloom 49529,Thad's stock request,
J-151,R42H06-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR42H06-GAL4}attP2,Bloom 49552,Thad's stock request,
J-152,R53H07-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR53H07-GAL4}attP2,Bloom 49587,Thad's stock request,
J-153,R32D02-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR32D02-GAL4}attP2,Bloom 49709,Thad's stock request,
J-154,R32F09-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR32F09-GAL4}attP2,Bloom 49724,Thad's stock request,
J-155,R35B03-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR35B03-GAL4}attP2,Bloom 49816,Thad's stock request,
J-156,R19G04-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR19G04-GAL4}attP2,Bloom 49838,Thad's stock request,
J-157,R22E02-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR22E02-GAL4}attP2,Bloom 49872,Thad's stock request,
J-158,R22G11-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR22G11-GAL4}attP2,Bloom 49878,Thad's stock request,
J-159,R35D09-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR35D09-GAL4}attP2,Bloom 49909,Thad's stock request,
J-160,R40D04-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR40D04-GAL4}attP2,Bloom 50083,Thad's stock request,
J-161,R42H07-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR42H07-GAL4}attP2,Bloom 50172,Thad's stock request,
J-162,R43F04-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR43F04-GAL4}attP2,Bloom 50190,Thad's stock request,
J-163,R47E10-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR47E10-GAL4}attP2,Bloom 50315,Thad's stock request,
J-164,R53D08-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR53D08-GAL4}attP2,Bloom 50427,Thad's stock request,
J-165,R54A12-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR54A12-GAL4}attP2,Bloom 50462,Thad's stock request,
J-166,R52H02-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR52H02-GAL4}attP2,Bloom 38848,Thad's stock request,
J-167,R71F02-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR71F02-GAL4}attP2,Bloom 39594,Thad's stock request,
J-168,R48F07-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR48F07-GAL4}attP2,Bloom 41273,Thad's stock request,
J-169,R11A09-Gal4 (III),w[1118],+,"P{y[+t7.7] w[+mC]=GMR11A09-GAL4}attP2/TM3, Sb[1]",Bloom 47847,Thad's stock request,
J-170,R37E10-Gal4 (III),w[1118],+,"P{y[+t7.7] w[+mC]=GMR37E10-GAL4}attP2/TM3, Sb[1]",Bloom 48132,Thad's stock request,
J-171,R10B03-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR10B03-GAL4}attP2,Bloom 48241,Thad's stock request,
J-172,R14B02-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR14B02-GAL4}attP2,Bloom 48598,Thad's stock request,
J-173,R20G08-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR20G08-GAL4}attP2,Bloom 48910,Thad's stock request,
J-174,R21F03-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR21F03-GAL4}attP2,Bloom 49863,Thad's stock request,
J-175,R38D03-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR38D03-GAL4}attP2,Bloom 49998,Thad's stock request,
J-176,R47F01-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR47F01-GAL4}attP2,Bloom 50318,Thad's stock request,
J-177,R54A03-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR54A03GAL4}attP2,Bloom 50457,Thad's stock request,
J-178,R12G01-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR12G01-GAL4}attP2,Bloom 48520,"Peter's stock request. Fan-shaped body (3,2)        ",
J-179,R14E06-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR14E06-GAL4}attP2,Bloom 48643        ,"Peter's stock request. Fan-shaped body (4,2)",
J-180,R42B05-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR42B05-GAL4}attP2,Bloom 41246,"Peter's stock request. Fan-shaped body (5,2)",
J-181,R44B10-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR44B10-GAL4}attP2,Bloom 50202        ,"Peter's stock request. Fan-shaped body (5,2)",
J-182,R49A02-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR49A02-GAL4}attP2 / Sb,Bloom 50398,"Peter's stock request. Fan-shaped body (3,3)",
J-183,R70C02-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR70C02-GAL4}attP2,Bloom 39521,"Peter's stock request. Fan-shaped body (5,2)",
J-184,R73D06-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR73D06-GAL4}attP2,Bloom 46692,"Peter's stock request. Fan-shaped body (5,2)",
J-185,R93F07-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR93F07-GAL4}attP2,Bloom 40658,"Peter's stock request. Fan-shaped body (3,2)",
J-186,R94C05-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR94C05-GAL4}attP2,Bloom 40679,"Peter's stock request. Fan-shaped body (5,2)",
J-187,R95F02-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR95F02-GAL4}attP2,Bloom 47289,"Peter's stock request. Fan-shaped body (4,2)",
J-188,R89D01-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR89D01-GAL4}attP2,Bloom 46880,Thad's stock request,
J-189,R25C01-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR25C01-GAL4}attP2,Bloom 49115,Thad's stock request,
J-190,R19G08-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR19G08-GAL4}attP2,Bloom 48863,Thad's stock request,
J-191,R57C10-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR57C10-GAL4}attP2,Bloom 39171,Peter's stock request; a pan-neuronal line,
J-192,R69C11-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR69C11-GAL4}attP2,Bloom 39487,Marie and Bettina's request,
J-193,R50D07-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR50D07-GAL4}attP2,Bloom 38746,Marie and Bettina's request,
J-194,R58E07-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR58E07-GAL4}attP2,Bloom 39183,Marie and Bettina's request,
J-195,R58H10-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR58H10-GAL4}attP2,Bloom 39201,Marie and Bettina's request,
J-196,R37G07-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR37G07-GAL4}attP2,Bloom 49537,Marie and Bettina's request,
J-197,R48E11-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR48E11-GAL4}attP2,Bloom 50372,Marie and Bettina's request,
J-198,R47E06-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR47E06-GAL4}attP2,Bloom 50313,Marie and Bettina's request,
J-199,R95D06-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR95D06-GAL4}attP2,Bloom 48013,Thad's stock request. B1 motorneuron.,
J-200,R94H09-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR94H09-GAL4}attP2,Bloom 40705,Marie's stock request,
J-201,R75G12-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR75G12-GAL4}attP2 / Sb,Bloom 39906,Peter's stock request,
J-202,R55G08-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR55G08-GAL4}attP2,Bloom 50422,Ainne's stock request,
J-203,R45G06-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR45G06-GAL4}attP2,Bloom 50244,Ainne's stock request,
J-204,R44D02-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR44D02-GAL4}attP2,Bloom 50205,Bettina's stock request,
J-205,R16F08-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR16F08-GAL4}attP2,Bloom 48735,Bettina's stock request,
J-206,R17A04-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR17A04-GAL4}attP2,Bloom 48750,Bettina's stock request,
J-207,R31E06-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR31E06-GAL4}attP2,Bloom 49679,Bettina's stock request,
J-208,R84B12-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR84B12-GAL4}attP2,Bloom 40383,Bettina's stock request,
J-209,R79D11-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR79D11-GAL4}attP2,Bloom 40037,Bettina's stock request,
J-210,R24D07-Gal4 (III),w[1118],+,"P{y[+t7.7] w[+mC]=GMR24D07-GAL4}attP2/TM3, Sb[1]",Bloom 49315,Bettina's stock request,
J-211,R18C12-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR18C12-GAL4}attP2,Bloom 48809,Anne/Thad's stock request,
J-212,R53C04-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR53C04-GAL4}attP2,Bloom 38871,Marie's stock request,
J-213,R41B11-Gal4 (III),w[1118],+, P{y[+t7.7] w[+mC]=GMR41B11-GAL4}attP2,Bloom 41240,Marie's stock request,
J-214,,,,,,,
J-215,R28A08-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR28A08-GAL4}attP2,"Bloom 49444
",Marie's stock request,
J-216,R34E01-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR34E01-GAL4}attP2,Bloom 49787,Marie's stock request,
J-217,R11E07-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR11E07-GAL4}attP2,Bloom 48460,Marie's stock request.  ,
J-218,R74F03-Gal4 (II),w[1118],+,P{y[+t7.7] w[+mC]=GMR74F03-GAL4}attP2,Bloom 39862,"Anne's / Thad's stock request.  Stripe enhancer, expressed in flight muscles.",
J-219,R74D08-Gal4 (II),w[1118],+,P{y[+t7.7] w[+mC]=GMR74D08-GAL4}attP2,Bloom 39854,"Anne's / Thad's stock request.  Stripe enhancer, expressed in flight muscles.",
J-220,R74E08-Gal4 (II),w[1118],+,P{y[+t7.7] w[+mC]=GMR74E08-GAL4}attP2,Bloom 39859,"Anne's / Thad's stock request.  Stripe enhancer, expressed in flight muscles.",
J-221,R74F04-Gal4 (II),w[1118],+,P{y[+t7.7] w[+mC]=GMR74F04-GAL4}attP2,Bloom 39863,"Anne's / Thad's stock request.  Stripe enhancer, expressed in flight muscles.",
J-222,R74D11-Gal4 (II),w[1118],+,P{y[+t7.7] w[+mC]=GMR74D11-GAL4}attP2,Bloom 47957,"Anne's / Thad's stock request.  Stripe enhancer, expressed in flight muscles.",
J-223,R71G01-Gal4 (III),+ [CS],+ [CS],P{w[+mC]=GMR71G01-GAL4}attP2,"Derived from Stock J-01, Bloom 39599, 10/2014",P1 neuron driver that mediates courtship behavior in males. Yufeng Pan et al. PNAS 2012. Crossed into a CS background for Sweta.,
J-224,R55B01-Gal4 (III),+,+,P{y[+t7.7] w[+mC]=GMR55B01-GAL4}attP2,Bloomington 39100; PR68,"Brought by Pavan, ""R55B01-Gal4, 3rd Chrom., Clean
TNT screen #2""",
J-225,R86D09-Gal4 (III),+,+,P{y[+t7.7] w[+mC]=GMR86D09-GAL4}attP2,Bloomington 40459; PR72,"Brought by Pavan, ""R86D09-Gal4, 3rd Chrom., Clean
TNT screen #6""",
J-226,R27B07-GAL4(III),+,+,P{y[+t7.7] w[+mC]=GMR27B07-GAL4}attP2,Bloomington 49212; PR86,"Brought by Pavan, Bloomington 49212 <- Janelia R27B07; PR86",
J-227,R46H11-Gal4 (III),+,+,P{y[+t7.7] w[+mC]=GMR46H11-GAL4}attP2,Bloomington 50284; P96,"Brought by Pavan, ""R46H11-Gal4, 3rd Chrom., Clean
TNT screen #30""",
J-228,R58E02-Gal4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR58E02-GAL4}attP2,Bloom 41347,Floris' Stock Request,
J-229,R38H06-GAL4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR38H06-GAL4}attP2,Bloom 50029,Thad's Stock Request,
J-230,R29H04-GAL4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR29H04-GAL4}attP2,Bloom 49505,Thad's Stock Request,
J-231,R81E05‐GAL4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR81E05‐GAL4}attP2,Bloom 40115,Thad's Stock Request,
J-232,R42D02‐GAL4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR42D02‐GAL4}attP2,Bloom 41250,Thad's Stock Request,
J-233,R87B09‐GAL4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR87B09‐GAL4}attP2,Bloom 41317,Thad's Stock Request,
J-234,R37A01‐GAL4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR37A01‐GAL4}attP2,Bloom 45966,Thad's Stock Request,
J-235,R27H05‐GAL4 (III),w[1118],+,"P{y[+t7.7] w[+mC]=GMR27H05‐
GAL4}attP2/TM3, Sb[1]",Bloom 47519,Thad's Stock Request,
J-236,R10F02‐GAL4 (III),w[1118],+,P{y[+t7.7] w[+mC]=GMR10F02‐GAL4}attP2,Bloom 47843,Thad's Stock Request,
